cluster,state,date_announced,date_last_onset,category,status
KLUSTER JALAN CYBER SATU,1,2021-03-02,2021-03-09,workplace,ended
KLUSTER JALAN MAWAR,10,2021-03-02,2021-03-10,workplace,ended
KLUSTER JALAN BUKIT BLOSSOMS,5,2021-03-02,2021-03-10,highRisk,ended
KLUSTER JALAN DPB ENAM,1,2021-03-02,2021-03-14,workplace,ended
KLUSTER TAMAN ALAM,10,2021-03-02,2021-03-15,workplace,ended
KLUSTER SEMENTA 27,10,2021-03-02,2021-03-26,workplace,ended
KLUSTER JALAN UTARID,10,2021-03-03,2021-03-02,workplace,ended
KLUSTER JALAN PERUBATAN,10,2021-03-03,2021-03-02,workplace,ended
KLUSTER JALAN DPB LIMA,1,2021-03-03,2021-03-02,workplace,ended
KLUSTER TAPAK BINA JALAN MP,10,2021-03-03,2021-03-09,workplace,ended
KLUSTER KAMPUNG GEDANG,"1,4,10",2021-03-03,2021-03-10,community,ended
KLUSTER SRI JELUTUNG,6,2021-03-03,2021-03-11,workplace,ended
KLUSTER JALAN SIKAMAT LAMA,5,2021-03-03,2021-03-21,education,ended
KLUSTER JALAN PKNK 1/6,2,2021-03-03,2021-03-21,workplace,ended
KLUSTER BALAKONG SATU,10,2021-03-03,2021-03-24,workplace,ended
KLUSTER JALAN BACHOK,3,2021-03-03,2021-03-28,workplace,ended
KLUSTER JALAN ANAK GASING,10,2021-03-03,2021-04-06,highRisk,ended
KLUSTER JALAN DAMANSARA,10,2021-03-04,2021-03-03,workplace,ended
KLUSTER PERSIARAN KEMPAS BARU,1,2021-03-04,2021-03-03,highRisk,ended
KLUSTER BATU 21,1,2021-03-04,2021-03-03,workplace,ended
KLUSTER TAPAK BINA NILAM SARI,5,2021-03-04,2021-03-07,workplace,ended
KLUSTER JALAN LIMAU MANIS,"1,10",2021-03-04,2021-03-09,community,ended
KLUSTER JALAN MAJU SATU,1,2021-03-04,2021-03-09,workplace,ended
KLUSTER JALAN KABEL GEMILANG,1,2021-03-04,2021-03-13,workplace,ended
KLUSTER JALAN DISTRIPARK B6,1,2021-03-04,2021-03-14,workplace,ended
KLUSTER JASMINE EMPAT,10,2021-03-04,2021-03-17,workplace,ended
KLUSTER JALAN KEBUN NENAS,7,2021-03-04,2021-03-18,workplace,ended
KLUSTER TAPAK BINA QUEENS WATERFRONT,7,2021-03-04,2021-03-20,workplace,ended
KLUSTER LAGENDA SURIA,10,2021-03-04,2021-03-21,workplace,ended
KLUSTER JALAN BUKIT TIGA,10,2021-03-04,2021-03-28,workplace,ended
KLUSTER INDUSTRI SUBANG,"10,14",2021-03-04,2021-03-29,workplace,ended
KLUSTER PERSIARAN ALAM,14,2021-03-05,2021-03-04,workplace,ended
KLUSTER JALAN MUTIARA BARAT,"10,14",2021-03-05,2021-03-05,workplace,ended
KLUSTER JALAN DATO SELLATHEVAN,10,2021-03-05,2021-03-08,workplace,ended
KLUSTER TAPAK BINA JALAN ZAMRUD,"8,10,14",2021-03-05,2021-03-11,workplace,ended
KLUSTER MERANTI UTAMA,10,2021-03-05,2021-03-14,workplace,ended
KLUSTER JALAN SENU,8,2021-03-05,2021-03-16,religious,ended
KLUSTER KUALA PUNTEH,12,2021-03-05,2021-03-17,community,ended
KLUSTER PERUSAHAAN 10,"2,7",2021-03-05,2021-03-20,workplace,ended
KLUSTER KAMPUNG NYATOH,"5,10",2021-03-05,2021-03-21,education,ended
KLUSTER INDUSTRI CHERAS JAYA,10,2021-03-05,2021-03-25,workplace,ended
KLUSTER LAGOON SELATAN,10,2021-03-06,2021-03-05,workplace,ended
KLUSTER JALAN HAJI MALEK,4,2021-03-06,2021-03-07,workplace,ended
KLUSTER BUKIT TUNGGAL,13,2021-03-06,2021-03-17,community,ended
KLUSTER JALAN FIRMA DUA,1,2021-03-06,2021-03-26,workplace,ended
KLUSTER JALAN SUNGAI,10,2021-03-07,2021-03-08,workplace,ended
KLUSTER JALAN INDUSTRI TIGA PONTIAN,1,2021-03-07,2021-03-15,workplace,ended
KLUSTER DTI PERSIARAN WAWASAN,"2,9",2021-03-07,2021-03-16,detentionCentre,ended
KLUSTER KIBA,13,2021-03-07,2021-03-17,community,ended
KLUSTER INDUSTRI INANAM,12,2021-03-07,2021-03-20,workplace,ended
KLUSTER JALAN AWANG,13,2021-03-07,2021-03-22,detentionCentre,ended
KLUSTER TAPAK BINA JALAN SATU,14,2021-03-07,2021-03-26,workplace,ended
KLUSTER KEMUNING ENAM,10,2021-03-07,2021-03-30,workplace,ended
KLUSTER JALAN LOKE YEW,14,2021-03-08,2021-03-09,workplace,ended
KLUSTER JALAN I-PARK TIGA,1,2021-03-08,2021-03-13,workplace,ended
KLUSTER BUKIT BAYAS,"1,10,11",2021-03-08,2021-03-14,community,ended
KLUSTER CYBER 72,1,2021-03-08,2021-03-15,workplace,ended
KLUSTER JALAN INDUSTRI A1,1,2021-03-09,2021-03-08,workplace,ended
KLUSTER AMANJAYA,2,2021-03-09,2021-03-08,highRisk,ended
KLUSTER SUNGAI LEMBING,6,2021-03-09,2021-03-10,community,ended
KLUSTER LORONG KILANG,10,2021-03-09,2021-03-11,workplace,ended
KLUSTER JALAN NUSA MEGA,1,2021-03-09,2021-03-15,workplace,ended
KLUSTER TAPAK BINA JALAN U-THANT,14,2021-03-09,2021-03-16,workplace,ended
KLUSTER TAPAK BINA JALAN SALAK,14,2021-03-09,2021-03-22,workplace,ended
KLUSTER JALAN SETIA JAYA,1,2021-03-09,2021-03-28,community,ended
KLUSTER MEDAN BAYAN LEPAS,"2,7",2021-03-09,2021-04-12,workplace,ended
KLUSTER PONA,1,2021-03-10,2021-03-09,import,ended
KLUSTER PARIT PENYENGAT DARAT,1,2021-03-10,2021-03-11,workplace,ended
KLUSTER MELOR,13,2021-03-10,2021-03-13,community,ended
KLUSTER SUNGAI PUTEH,10,2021-03-10,2021-03-18,community,ended
KLUSTER DAGANG PERMAI,10,2021-03-10,2021-03-19,workplace,ended
KLUSTER TEKNOLOGI TENGGARA,1,2021-03-11,2021-03-11,workplace,ended
KLUSTER JAMBATAN SATU BOMBALAI,12,2021-03-11,2021-03-14,community,ended
KLUSTER DTI MACHAP UMBOO,4,2021-03-11,2021-03-21,detentionCentre,ended
KLUSTER TAPAK BINA JALAN KENANGAN,"5,10",2021-03-11,2021-03-24,workplace,ended
KLUSTER JALAN MASYHUR ENAM,1,2021-03-11,2021-03-25,workplace,ended
KLUSTER JALAN PELEPAS DUA,1,2021-03-12,2021-03-11,workplace,ended
KLUSTER JALAN TEMPUA,10,2021-03-12,2021-03-11,community,ended
KLUSTER JALAN INDUSTRI DUA,10,2021-03-12,2021-03-12,workplace,ended
KLUSTER JALAN MAIN BAZAAR,13,2021-03-12,2021-03-16,community,ended
KLUSTER JALAN LAKSAMANA,"3,7,8,11,12,14",2021-03-12,2021-03-17,workplace,ended
KLUSTER SENA,13,2021-03-12,2021-03-20,community,ended
KLUSTER BULUH PASI,13,2021-03-12,2021-03-20,community,ended
KLUSTER JALAN KUNCI AIR,10,2021-03-12,2021-03-21,community,ended
KLUSTER LADANG BUKIT,"6,11",2021-03-12,2021-04-01,workplace,ended
KLUSTER LINTANG BAYAN LEPAS,7,2021-03-12,2021-04-05,workplace,ended
KLUSTER JALAN MEGA CEMERLANG,1,2021-03-13,2021-03-12,workplace,ended
KLUSTER JALAN PRIA,14,2021-03-13,2021-03-12,education,ended
KLUSTER JALAN SUTERA,10,2021-03-14,2021-03-20,workplace,ended
KLUSTER JALAN TUN MUTALIB TIGA,1,2021-03-14,2021-03-23,workplace,ended
KLUSTER BEGALAK,13,2021-03-14,2021-03-26,community,ended
KLUSTER BATU TIGA LAMA,10,2021-03-15,2021-03-14,workplace,ended
KLUSTER PERUSAHAAN AMARI,10,2021-03-15,2021-03-14,workplace,ended
KLUSTER TAPAK BINA MEHA,2,2021-03-15,2021-03-15,workplace,ended
KLUSTER JALAN SEKERAT,2,2021-03-15,2021-03-15,religious,ended
KLUSTER SUNGAI PULOH,10,2021-03-15,2021-03-17,workplace,ended
KLUSTER JALAN LAPAN BELAS,14,2021-03-15,2021-03-20,workplace,ended
KLUSTER JALAN MEGA LIMA,1,2021-03-15,2021-03-21,workplace,ended
KLUSTER JALAN DELIMA,1,2021-03-15,2021-03-21,workplace,ended
KLUSTER BATU 19,1,2021-03-15,2021-03-25,workplace,ended
KLUSTER CHENDERING HEIGHT,11,2021-03-15,2021-03-30,workplace,ended
KLUSTER INDUSTRI GUNUNG MAS,5,2021-03-15,2021-04-01,workplace,ended
KLUSTER JALAN TANJUNG,13,2021-03-15,2021-04-02,workplace,ended
KLUSTER KAMPUNG AIR BATANG,"1,6",2021-03-15,2021-04-20,workplace,ended
KLUSTER JALAN TAIPING,14,2021-03-16,2021-03-15,workplace,ended
KLUSTER NANGA BULO,13,2021-03-16,2021-03-22,community,ended
KLUSTER BANGGOL CHICHA,3,2021-03-16,2021-03-31,community,ended
KLUSTER JALAN KAMPUNG HILIR,13,2021-03-16,2021-04-06,community,ended
KLUSTER JALAN SANYAN,13,2021-03-16,2021-04-15,workplace,ended
KLUSTER JALAN LADA SULAH,10,2021-03-17,2021-03-16,workplace,ended
KLUSTER ANDROMEDA,1,2021-03-17,2021-03-22,import,ended
KLUSTER KAYU GADING,1,2021-03-17,2021-03-23,workplace,ended
KLUSTER JALAN LONG YUNUS,3,2021-03-17,2021-03-26,workplace,ended
KLUSTER TAMAN RIA ENAM,12,2021-03-17,2021-03-26,community,ended
KLUSTER JALAN HANG TUAH,1,2021-03-17,2021-03-27,community,ended
KLUSTER JALAN PERDANA,5,2021-03-17,2021-03-27,education,ended
KLUSTER JALAN MERPATI,13,2021-03-17,2021-04-02,workplace,ended
KLUSTER TEMBOK MUHASABAH,5,2021-03-17,2021-04-08,detentionCentre,ended
KLUSTER SUBANG DUA,10,2021-03-17,2021-04-13,workplace,ended
KLUSTER MERANTI JAYA,10,2021-03-17,2021-04-14,workplace,ended
KLUSTER BANGGOL LEPAH,3,2021-03-17,2021-04-17,workplace,ended
KLUSTER KAMPUNG PADANG TEMBAK,12,2021-03-18,2021-03-17,community,ended
KLUSTER TAPAK BINA PERSIARAN SETIA,10,2021-03-18,2021-03-23,workplace,ended
KLUSTER JALAN WAWASAN SEMBILAN,1,2021-03-18,2021-03-23,workplace,ended
KLUSTER JALAN ASUHAN,"7,8",2021-03-18,2021-03-23,workplace,ended
KLUSTER SUNGAI ATAP,13,2021-03-18,2021-03-26,community,ended
KLUSTER MELAMAM,12,2021-03-18,2021-03-26,education,ended
KLUSTER BUNGA TANJUNG BENDAHARA,"2,4",2021-03-18,2021-04-04,community,ended
KLUSTER DEPOT IMIGRESEN SEMUJA,13,2021-03-18,2021-04-09,detentionCentre,ended
KLUSTER TAPAK BINA PERSIARAN SUNSURIA,10,2021-03-18,2021-04-09,workplace,ended
KLUSTER JALAN BESAR KEPONG,14,2021-03-19,2021-03-18,workplace,ended
KLUSTER LORONG USAHA UTAMA,1,2021-03-19,2021-03-18,workplace,ended
KLUSTER PERSIARAN HEMISFERA,10,2021-03-19,2021-03-18,workplace,ended
KLUSTER JALAN DAUN,"10,14",2021-03-19,2021-03-18,workplace,ended
KLUSTER JALAN INDUSTRI SOFA,1,2021-03-19,2021-03-22,workplace,ended
KLUSTER SUNGAI BERUMBUNG,1,2021-03-19,2021-03-23,workplace,ended
KLUSTER LORONG NIBONG,14,2021-03-19,2021-04-01,workplace,ended
KLUSTER JALAN DAHLIA 22,1,2021-03-19,2021-04-04,education,ended
KLUSTER DTI JALAN DUTA,14,2021-03-19,2021-04-04,detentionCentre,ended
KLUSTER DTI JURU,7,2021-03-19,2021-04-05,detentionCentre,ended
KLUSTER BANDAR BARU,10,2021-03-19,2021-04-11,workplace,ended
KLUSTER TAPAK BINA PERSIARAN CYBERSOUTH,10,2021-03-19,2021-05-07,workplace,ended
KLUSTER PULAU PISANG,8,2021-03-20,2021-03-19,community,ended
KLUSTER TELUK AIR TAWAR,7,2021-03-20,2021-03-27,education,ended
KLUSTER PERINDUSTRIAN PEKAN NANAS,1,2021-03-20,2021-03-30,workplace,ended
KLUSTER TANJUNG GENTING,13,2021-03-20,2021-04-04,community,ended
KLUSTER JALAN PERMAS BARU,1,2021-03-21,2021-03-20,workplace,ended
KLUSTER D GANA,12,2021-03-21,2021-03-20,community,ended
KLUSTER BUKIT TAMBUN,7,2021-03-21,2021-03-20,education,ended
KLUSTER JALAN GEMILANG TIGA,1,2021-03-21,2021-03-27,workplace,ended
KLUSTER TAPAK BINA JALAN YOU CITY,10,2021-03-21,2021-04-06,workplace,ended
KLUSTER JALAN HELANG,10,2021-03-22,2021-03-21,workplace,ended
KLUSTER TAMAN TUNKU,14,2021-03-22,2021-03-21,workplace,ended
KLUSTER JALAN BELIMBING,1,2021-03-22,2021-03-25,community,ended
KLUSTER INDUSTRI PERMATA,5,2021-03-22,2021-03-27,workplace,ended
KLUSTER JALAN TENTERAM,1,2021-03-22,2021-03-27,education,ended
KLUSTER TAPAK BINA JALAN USAHAWAN,14,2021-03-22,2021-03-31,workplace,ended
KLUSTER RAJANG,13,2021-03-22,2021-04-02,community,ended
KLUSTER JALAN KEMAJUAN,15,2021-03-22,2021-04-03,workplace,ended
KLUSTER BATU 22,1,2021-03-22,2021-04-05,workplace,ended
KLUSTER JALAN GAMBANG,6,2021-03-22,2021-04-11,workplace,ended
KLUSTER JALAN INDAH GEMILANG SATU,1,2021-03-23,2021-03-27,workplace,ended
KLUSTER TEKNOLOGI BUKIT MINYAK,"2,7",2021-03-23,2021-04-14,workplace,ended
KLUSTER BALAKONG JAYA DUA,10,2021-03-23,2021-04-14,workplace,ended
KLUSTER JALAN ALAM,10,2021-03-24,2021-03-26,highRisk,ended
KLUSTER JALAN WAWASAN DUA,1,2021-03-24,2021-03-28,workplace,ended
KLUSTER INDUSTRI PERMATA DUA,"5,10",2021-03-24,2021-04-09,workplace,ended
KLUSTER CHUPAK,13,2021-03-24,2021-04-17,community,ended
KLUSTER PUTRA SATU,"5,10,16",2021-03-25,2021-03-24,workplace,ended
KLUSTER SIASAI TAMU,12,2021-03-25,2021-03-24,community,ended
KLUSTER BANDAR SRI,"10,14",2021-03-25,2021-04-01,workplace,ended
KLUSTER MERINDING,15,2021-03-25,2021-04-04,education,ended
KLUSTER PERSIARAN MAKTAB,"10,14,16",2021-03-25,2021-04-08,education,ended
KLUSTER PALOH RAMBAI,3,2021-03-25,2021-04-14,education,ended
KLUSTER PERUSAHAAN LPK,2,2021-03-25,2021-04-16,workplace,ended
KLUSTER TENEGANG,12,2021-03-25,2021-04-16,workplace,ended
KLUSTER TAPAK BINA JALAN ATMOSPHERE,10,2021-03-26,2021-03-25,workplace,ended
KLUSTER PAYA BEMBAN,3,2021-03-26,2021-03-27,workplace,ended
KLUSTER PENGKALAN NANGKA TUMPAT,3,2021-03-26,2021-03-30,community,ended
KLUSTER TAMAN BRICK,1,2021-03-26,2021-04-03,workplace,ended
KLUSTER JALAN GEMILANG SUKAN,1,2021-03-26,2021-04-05,workplace,ended
KLUSTER JALAN SUNGAI CHAT,1,2021-03-26,2021-04-09,education,ended
KLUSTER KOLAM LINTAS,12,2021-03-26,2021-04-10,workplace,ended
KLUSTER LORONG DESA SENADIN,13,2021-03-26,2021-04-13,education,ended
KLUSTER SAWIT SEBRANG,12,2021-03-26,2021-04-13,workplace,ended
KLUSTER BATU GONG,13,2021-03-26,2021-04-14,community,ended
KLUSTER PERSIARAN CASSIA SELATAN,"7,8",2021-03-26,2021-04-19,workplace,ended
KLUSTER TAPAK BINA SUNGAI EMAS,"10,14",2021-03-26,2021-04-21,workplace,ended
KLUSTER LEBUHRAYA KAMPUNG JAWA,"2,7,8",2021-03-26,2021-04-26,workplace,ended
KLUSTER INANAM TAIPAN,12,2021-03-27,2021-03-26,workplace,ended
KLUSTER TAPAK BINA BULATAN PANDAN,14,2021-03-27,2021-03-26,workplace,ended
KLUSTER JALAN TANJUNG KIDURONG,13,2021-03-27,2021-04-02,community,ended
KLUSTER GONG KULIM,3,2021-03-27,2021-04-05,community,ended
KLUSTER JALAN KASTAM BARU,12,2021-03-27,2021-04-06,workplace,ended
KLUSTER JALAN PUTRA SQUARE,6,2021-03-27,2021-04-06,workplace,ended
KLUSTER KAMPUNG BARU HILIR,13,2021-03-27,2021-04-09,community,ended
KLUSTER JALAN GRIDBID,13,2021-03-27,2021-04-13,community,ended
KLUSTER JALAN KONG KONG,"1,5,8",2021-03-27,2021-04-14,education,ended
KLUSTER PAGAR BUKIT CHAGAR,1,2021-03-28,2021-04-07,detentionCentre,ended
KLUSTER LADANG SUNGAI PELEK,10,2021-03-28,2021-04-08,workplace,ended
KLUSTER PATEK,3,2021-03-28,2021-04-09,community,ended
KLUSTER SEKSYEN 16,10,2021-03-29,2021-03-28,education,ended
KLUSTER JALAN AZLAN,"10,14",2021-03-29,2021-03-31,workplace,ended
KLUSTER TAMAN VISTAGRO,13,2021-03-29,2021-04-06,community,ended
KLUSTER JALAN MERAK,1,2021-03-30,2021-04-01,community,ended
KLUSTER JALAN SC SATU,10,2021-03-30,2021-04-02,workplace,ended
KLUSTER JALAN SULAIMAN,"10,14",2021-03-30,2021-04-02,workplace,ended
KLUSTER FASA DUA SEMARAK,12,2021-03-30,2021-04-05,community,ended
KLUSTER BATU ENAM SETENGAH,5,2021-03-30,2021-04-08,workplace,ended
KLUSTER KOTA KEMAJUAN,1,2021-03-30,2021-04-09,highRisk,ended
KLUSTER JALAN PINANG RAJA,10,2021-03-30,2021-04-13,education,ended
KLUSTER RANGGU,12,2021-03-30,2021-04-26,community,ended
KLUSTER JALAN WESTERN,"5,10",2021-03-30,2021-05-01,workplace,ended
KLUSTER EMAS BEMBAN,2,2021-03-31,2021-03-30,community,ended
KLUSTER LAYAR,2,2021-03-31,2021-03-30,community,ended
KLUSTER LORONG MULIA,1,2021-03-31,2021-04-03,highRisk,ended
KLUSTER JALAN RASMI,"1,10,14",2021-03-31,2021-04-06,education,ended
KLUSTER RIMBAYAN,12,2021-03-31,2021-04-08,community,ended
KLUSTER DELIMA BAIDURI,2,2021-03-31,2021-04-09,education,ended
KLUSTER JALAN HEVEA SCRUCIANA,10,2021-03-31,2021-04-11,education,ended
KLUSTER JALAN KINGSWAY,13,2021-03-31,2021-04-13,workplace,ended
KLUSTER KAMPUNG BARU PASIR PUTIH,12,2021-03-31,2021-04-16,community,ended
KLUSTER JALAN BAJI,13,2021-03-31,2021-04-22,community,ended
KLUSTER PULAU ENOE,15,2021-03-31,2021-04-22,workplace,ended
KLUSTER JALAN JELAWAT,"2,7,8",2021-03-31,2021-05-06,workplace,ended
KLUSTER BULATAN AMAN,13,2021-03-31,2021-05-07,workplace,ended
KLUSTER JALAN TELUK KUMBAR,7,2021-04-01,2021-04-03,education,ended
KLUSTER TAMAN EMAS,6,2021-04-01,2021-04-06,community,ended
KLUSTER JALAN PERMAS CETAK,1,2021-04-01,2021-04-06,workplace,ended
KLUSTER JALAN SUNGAI RAMAL,10,2021-04-01,2021-04-08,education,ended
KLUSTER KAIT GADING,1,2021-04-01,2021-04-08,workplace,ended
KLUSTER BUKIT SERDANG,10,2021-04-01,2021-04-11,workplace,ended
KLUSTER WAKAF CHAGAK,11,2021-04-02,2021-04-03,education,ended
KLUSTER JALAN PADANG,"4,5",2021-04-02,2021-04-03,workplace,ended
KLUSTER KALINDUKAN,12,2021-04-02,2021-04-04,community,ended
KLUSTER PERMATANG PASIR,5,2021-04-02,2021-04-08,community,ended
KLUSTER JALAN BUKIT NANAS,14,2021-04-02,2021-04-09,education,ended
KLUSTER JALAN TAAT,1,2021-04-02,2021-04-11,workplace,ended
KLUSTER INDUSTRI BUKIT ANGKAT,10,2021-04-02,2021-04-11,workplace,ended
KLUSTER SIMPANG EMPAT,12,2021-04-02,2021-04-12,workplace,ended
KLUSTER PEKAN BATU,10,2021-04-02,2021-04-21,highRisk,ended
KLUSTER BANJARAN GADING,12,2021-04-02,2021-05-01,education,ended
KLUSTER JALAN BANDAR SEMBILAN,10,2021-04-03,2021-04-02,workplace,ended
KLUSTER JALAN KENANGA,4,2021-04-03,2021-04-07,community,ended
KLUSTER JALAN KUBOTA SENTRAL,12,2021-04-03,2021-04-07,workplace,ended
KLUSTER JALAN MERDEKA,1,2021-04-03,2021-04-12,community,ended
KLUSTER SIMPANG TIGA MEROTAI,12,2021-04-03,2021-04-14,community,ended
KLUSTER KAMPUNG BINYU,13,2021-04-03,2021-04-23,community,ended
KLUSTER TEKNOLOGI PERAMU JAYA,"3,6",2021-04-03,2021-04-23,workplace,ended
KLUSTER JALAN SUASANA,10,2021-04-04,2021-04-03,education,ended
KLUSTER SUNGAI MUPONG,13,2021-04-04,2021-04-03,community,ended
KLUSTER JALAN ALAMANDA,"10,16",2021-04-04,2021-04-03,workplace,ended
KLUSTER KAMPUNG BATU LAPAN LEKIR,8,2021-04-04,2021-04-03,community,ended
KLUSTER JALAN MURNI SATU,1,2021-04-04,2021-04-05,education,ended
KLUSTER DANAN,3,2021-04-04,2021-04-07,education,ended
KLUSTER SUNGAI RASSAU,13,2021-04-04,2021-04-13,community,ended
KLUSTER JALAN MAJU CEMERLANG,1,2021-04-04,2021-04-15,workplace,ended
KLUSTER TEMBOK SRI AMAN,13,2021-04-04,2021-04-21,detentionCentre,ended
KLUSTER RICH PARK,12,2021-04-04,2021-04-27,community,ended
KLUSTER TAMAN KOMERSIAL,10,2021-04-05,2021-04-04,workplace,ended
KLUSTER BUKIT SERA,2,2021-04-05,2021-04-07,community,ended
KLUSTER JALAN MATA KUCHING,4,2021-04-05,2021-04-10,education,ended
KLUSTER JALAN INOVASI,"14,16",2021-04-05,2021-04-13,workplace,ended
KLUSTER LORONG DUA,10,2021-04-05,2021-04-19,workplace,ended
KLUSTER PERSIARAN UTAMA,5,2021-04-05,2021-05-10,workplace,ended
KLUSTER PADANG HIJAU,1,2021-04-06,2021-04-05,detentionCentre,ended
KLUSTER INTEGRASI RAWANG TIGA,10,2021-04-06,2021-04-05,workplace,ended
KLUSTER JALAN MEGA INDUSTRI,1,2021-04-06,2021-04-10,workplace,ended
KLUSTER TAMAN PERUDA,2,2021-04-06,2021-04-13,community,ended
KLUSTER KAMPUNG PALEKBANG,3,2021-04-06,2021-04-22,community,ended
KLUSTER BELACON,12,2021-04-06,2021-04-25,religious,ended
KLUSTER JALAN MAJU,13,2021-04-06,2021-04-28,workplace,ended
KLUSTER KAMPUNG BELAOH,11,2021-04-06,2021-04-29,community,ended
KLUSTER JALAN KOTA KUBANG LABU,"3,11",2021-04-06,2021-05-10,workplace,ended
KLUSTER JALAN BADLI SHAH,10,2021-04-06,2021-05-12,workplace,ended
KLUSTER HIGHLINE,1,2021-04-07,2021-04-06,import,ended
KLUSTER PERSIARAN INDAHPURA UTAMA,1,2021-04-07,2021-04-06,workplace,ended
KLUSTER JALAN SIMPANG BALAK,10,2021-04-07,2021-04-09,workplace,ended
KLUSTER JALAN PADANG BENGGALI,7,2021-04-07,2021-04-10,workplace,ended
KLUSTER JALAN KERETAPI,10,2021-04-07,2021-04-12,workplace,ended
KLUSTER JALAN BANGUNAN KERAJAAN,13,2021-04-07,2021-04-13,workplace,ended
KLUSTER JALAN PERSIARAN PUTRI,"1,5",2021-04-07,2021-04-24,community,ended
KLUSTER SUNGAI KLUANG EMPAT,"2,7,8",2021-04-07,2021-04-26,workplace,ended
KLUSTER TEMBOK CHOH DUA,1,2021-04-07,2021-04-30,detentionCentre,ended
KLUSTER SUNGAI KAWI,13,2021-04-07,2021-05-08,community,ended
KLUSTER JALAN TAMING,10,2021-04-08,2021-04-07,workplace,ended
KLUSTER PERUSAHAAN PERAI TIGA,7,2021-04-08,2021-04-13,workplace,ended
KLUSTER INDUSTRI PARIT RAJA,1,2021-04-08,2021-04-15,workplace,ended
KLUSTER PADANG MANGGIS,6,2021-04-08,2021-04-27,community,ended
KLUSTER BATU LIMA JALAN SIBUGA,12,2021-04-09,2021-04-08,education,ended
KLUSTER SIM-SIM,12,2021-04-09,2021-04-14,community,ended
KLUSTER TAMAN BUKIT PANTAI,"10,14",2021-04-09,2021-04-16,education,ended
KLUSTER JALAN ISMAIL SULTAN,1,2021-04-09,2021-04-21,workplace,ended
KLUSTER DISSO,13,2021-04-09,2021-04-28,community,ended
KLUSTER SUNGAI GEMUAN,13,2021-04-09,2021-04-29,community,ended
KLUSTER SUNGAI KLUANG SATU,"7,8",2021-04-09,2021-05-01,workplace,ended
KLUSTER KAMPUNG KELANANG,10,2021-04-10,2021-04-09,community,ended
KLUSTER JALAN TUN ISMAIL,"10,14",2021-04-10,2021-04-14,workplace,ended
KLUSTER JALAN PADU INDUSTRI,1,2021-04-10,2021-04-16,workplace,ended
KLUSTER INDUSTRI JALAN KEBUN,10,2021-04-10,2021-04-23,workplace,ended
KLUSTER JALAN KAPITAN,13,2021-04-10,2021-04-26,community,ended
KLUSTER PUJUT SATU,13,2021-04-10,2021-04-26,workplace,ended
KLUSTER BANDAR BARU KUBANG KERIAN,3,2021-04-10,2021-04-27,workplace,ended
KLUSTER JALAN KEMPAS SATU,1,2021-04-10,2021-04-30,workplace,ended
KLUSTER KAMPUNG TANJUNG,"3,11",2021-04-10,2021-05-07,community,ended
KLUSTER JALAN BADARUDIN,13,2021-04-11,2021-04-12,workplace,ended
KLUSTER JALAN DESARIA,"10,14,16",2021-04-11,2021-04-22,workplace,ended
KLUSTER NANGA KELANGAS,13,2021-04-11,2021-04-22,community,ended
KLUSTER JALAN ZAINAB,3,2021-04-11,2021-04-22,workplace,ended
KLUSTER MERUNTUM,"1,12",2021-04-11,2021-04-26,community,ended
KLUSTER JALAN BAMBANGAN,13,2021-04-11,2021-05-05,education,ended
KLUSTER ABAK BON,13,2021-04-11,2021-05-09,community,ended
KLUSTER JALAN KASAWARI,10,2021-04-11,2021-06-12,workplace,ended
KLUSTER PERSIARAN SALAHUDDIN,"10,16",2021-04-12,2021-04-16,workplace,ended
KLUSTER KABU,"2,14",2021-04-12,2021-04-20,community,ended
KLUSTER INDERA MAHKOTA TIGA,6,2021-04-12,2021-04-21,workplace,ended
KLUSTER INDUSTRI BALAKONG LAPAN,10,2021-04-12,2021-04-22,workplace,ended
KLUSTER LEEPANG,"6,8",2021-04-12,2021-04-23,workplace,ended
KLUSTER KAMPUNG PAYA PULAI,6,2021-04-12,2021-04-25,community,ended
KLUSTER JALAN STADIUM EMPAT,3,2021-04-12,2021-04-28,workplace,ended
KLUSTER JALAN CANNING ESTATE,8,2021-04-12,2021-04-29,community,ended
KLUSTER ARA MURNI,"10,11",2021-04-12,2021-05-09,workplace,ended
KLUSTER JALAN PERJIRANAN EMPAT,1,2021-04-12,2021-05-10,workplace,ended
KLUSTER JALAN RAJA LAUT,"10,14",2021-04-13,2021-04-17,workplace,ended
KLUSTER KAMPUNG GAYANG,12,2021-04-13,2021-04-20,community,ended
KLUSTER TABANAK,12,2021-04-13,2021-04-21,community,ended
KLUSTER JALAN SALLEH,1,2021-04-13,2021-04-22,detentionCentre,ended
KLUSTER JALAN PUNCAK BORNEO,13,2021-04-13,2021-04-23,education,ended
KLUSTER TAMAN MALIM JAYA,4,2021-04-13,2021-04-23,community,ended
KLUSTER JALAN HISHAMUDDIN,"10,14",2021-04-13,2021-04-25,workplace,ended
KLUSTER LEBUH WAWASAN,"5,14,16",2021-04-13,2021-05-03,workplace,ended
KLUSTER JALAN BUKIT BELIDA,5,2021-04-13,2021-05-23,religious,ended
KLUSTER JALAN GAPAM,4,2021-04-14,2021-04-16,workplace,ended
KLUSTER JALAN SEMPILAI,"2,7",2021-04-14,2021-04-16,workplace,ended
KLUSTER PERMATANG BERANGAN,2,2021-04-14,2021-04-23,education,ended
